S.N,Contract_No,Stock_Symbol,Buyer_Broker,Seller_Broker,Quantity,Rate,Amount,Date
49,2019101401003402,NCCB,58,55,10,198,1980.00,2019-10-14 16:24:48.929398
50,2019101401003403,SHIVM,48,43,10,508,5080.00,2019-10-14 16:24:48.929398
51,2019101401003265,CLBSL,57,49,10,484,4840.00,2019-10-14 16:24:48.929398
52,2019101401003266,NLICL,44,50,80,461,36880.00,2019-10-14 16:24:48.929398
53,2019101401003267,PRVU,36,4,50,267,13350.00,2019-10-14 16:24:48.929398
54,2019101401003268,NADEP,28,58,50,399,19950.00,2019-10-14 16:24:48.929398
55,2019101401003269,CBL,43,17,10,144,1440.00,2019-10-14 16:24:48.929398
56,2019101401003270,SHIVM,55,21,100,502,50200.00,2019-10-14 16:24:48.929398
57,2019101401003271,NBB,25,34,500,210,105000.00,2019-10-14 16:24:48.929398
58,2019101401003272,NBB,25,25,400,210,84000.00,2019-10-14 16:24:48.929398
59,2019101401003273,RSDC,36,22,33,327,10791.00,2019-10-14 16:24:48.929398
60,2019101401003274,NABIL,34,1,10,765,7650.00,2019-10-14 16:24:48.929398
61,2019101401003275,SJCL,52,44,20,167,3340.00,2019-10-14 16:24:48.929398
62,2019101401003276,KRBL,5,41,20,103,2060.00,2019-10-14 16:24:48.929398
63,2019101401003277,HURJA,52,26,20,104,2080.00,2019-10-14 16:24:48.929398
64,2019101401003278,HURJA,52,26,20,104,2080.00,2019-10-14 16:24:48.929398
65,2019101401003279,GLICL,25,38,20,364,7280.00,2019-10-14 16:24:48.929398
66,2019101401003280,AKBSL,55,55,10,407,4070.00,2019-10-14 16:24:48.929398
67,2019101401003281,JBBL,14,4,100,158,15800.00,2019-10-14 16:24:48.929398
68,2019101401003282,JBBL,34,4,260,158,41080.00,2019-10-14 16:24:48.929398
69,2019101401003283,NICA,35,58,100,378,37800.00,2019-10-14 16:24:48.929398
70,2019101401003284,CIT,14,39,26,1771,46046.00,2019-10-14 16:24:48.929398
71,2019101401003285,RBCL,6,25,10,8400,84000.00,2019-10-14 16:24:48.929398
72,2019101401003286,RBCL,38,25,10,8395,83950.00,2019-10-14 16:24:48.929398
73,2019101401003287,RBCL,39,25,10,8394,83940.00,2019-10-14 16:24:48.929398
74,2019101401003288,SKBBL,42,34,100,924,92400.00,2019-10-14 16:24:48.929398
75,2019101401003289,SKBBL,42,14,102,925,94350.00,2019-10-14 16:24:48.929398
76,2019101401003290,NTC,59,46,10,629,6290.00,2019-10-14 16:24:48.929398
77,2019101401003291,SJCL,7,44,20,167,3340.00,2019-10-14 16:24:48.929398
78,2019101401003292,BPCL,33,26,10,363,3630.00,2019-10-14 16:24:48.929398
79,2019101401003293,DBBL,25,4,150,127,19050.00,2019-10-14 16:24:48.929398
80,2019101401003294,DBBL,8,4,400,127,50800.00,2019-10-14 16:24:48.929398
81,2019101401003295,DBBL,25,4,300,127,38100.00,2019-10-14 16:24:48.929398
82,2019101401003296,AKBSL,55,55,10,407,4070.00,2019-10-14 16:24:48.929398
83,2019101401003297,RHPL,39,21,40,158,6320.00,2019-10-14 16:24:48.929398
84,2019101401003298,OHL,13,4,60,478,28680.00,2019-10-14 16:24:48.929398
85,2019101401003299,OHL,35,4,10,478,4780.00,2019-10-14 16:24:48.929398
86,2019101401003300,OHL,45,4,10,478,4780.00,2019-10-14 16:24:48.929398
87,2019101401003301,OHL,35,4,10,478,4780.00,2019-10-14 16:24:48.929398
88,2019101401003302,OHL,55,4,50,477,23850.00,2019-10-14 16:24:48.929398
89,2019101401003303,OHL,55,4,17,477,8109.00,2019-10-14 16:24:48.929398
90,2019101401003304,OHL,6,4,20,477,9540.00,2019-10-14 16:24:48.929398
91,2019101401003305,OHL,22,4,100,477,47700.00,2019-10-14 16:24:48.929398
92,2019101401003306,OHL,28,4,150,477,71550.00,2019-10-14 16:24:48.929398
93,2019101401003307,OHL,57,4,500,476,238000.00,2019-10-14 16:24:48.929398
94,2019101401003308,OHL,51,4,110,476,52360.00,2019-10-14 16:24:48.929398
95,2019101401003309,OHL,35,4,10,476,4760.00,2019-10-14 16:24:48.929398
96,2019101401003310,OHL,5,4,172,476,81872.00,2019-10-14 16:24:48.929398
97,2019101401003311,PRVU,38,10,200,265,53000.00,2019-10-14 16:24:48.929398
98,2019101401003312,PRVU,39,10,500,265,132500.00,2019-10-14 16:24:48.929398
99,2019101401003313,PRVU,35,10,1000,265,265000.00,2019-10-14 16:24:48.929398
100,2019101401003314,PRVU,17,10,84,265,22260.00,2019-10-14 16:24:48.929398
101,2019101401003315,PRVU,41,10,100,265,26500.00,2019-10-14 16:24:48.929398
102,2019101401003316,PRVU,52,10,500,265,132500.00,2019-10-14 16:24:48.929398
103,2019101401003317,PRVU,38,10,1000,265,265000.00,2019-10-14 16:24:48.929398
104,2019101401003318,PRVU,21,10,50,265,13250.00,2019-10-14 16:24:48.929398
105,2019101401003319,PRVU,57,10,500,265,132500.00,2019-10-14 16:24:48.929398
106,2019101401003320,PRVU,34,10,100,265,26500.00,2019-10-14 16:24:48.929398
107,2019101401003321,PRVU,40,10,100,265,26500.00,2019-10-14 16:24:48.929398
108,2019101401003322,PRVU,17,10,100,265,26500.00,2019-10-14 16:24:48.929398
109,2019101401003323,PRVU,28,10,1500,265,397500.00,2019-10-14 16:24:48.929398
110,2019101401003324,PRVU,28,10,1500,265,397500.00,2019-10-14 16:24:48.929398
111,2019101401003325,PRVU,28,10,1500,265,397500.00,2019-10-14 16:24:48.929398
112,2019101401003326,PRVU,28,10,500,265,132500.00,2019-10-14 16:24:48.929398
113,2019101401003327,PRVU,43,10,250,265,66250.00,2019-10-14 16:24:48.929398
114,2019101401003328,PRVU,32,10,30,265,7950.00,2019-10-14 16:24:48.929398
115,2019101401003329,PRVU,8,10,100,265,26500.00,2019-10-14 16:24:48.929398
116,2019101401003330,PRVU,45,10,200,265,53000.00,2019-10-14 16:24:48.929398
117,2019101401003331,PRVU,48,10,500,265,132500.00,2019-10-14 16:24:48.929398
118,2019101401003332,PRVU,39,10,50,265,13250.00,2019-10-14 16:24:48.929398
119,2019101401003333,PRVU,52,10,1000,265,265000.00,2019-10-14 16:24:48.929398
120,2019101401003334,PRVU,48,10,50,265,13250.00,2019-10-14 16:24:48.929398
121,2019101401003335,PRVU,32,10,2000,265,530000.00,2019-10-14 16:24:48.929398
122,2019101401003336,PRVU,32,10,300,265,79500.00,2019-10-14 16:24:48.929398
123,2019101401003337,PRVU,22,10,50,264,13200.00,2019-10-14 16:24:48.929398
124,2019101401003338,PRVU,26,10,100,264,26400.00,2019-10-14 16:24:48.929398
125,2019101401003339,PRVU,34,10,500,264,132000.00,2019-10-14 16:24:48.929398
126,2019101401003340,PRVU,44,10,1000,264,264000.00,2019-10-14 16:24:48.929398
127,2019101401003341,PRVU,19,10,100,264,26400.00,2019-10-14 16:24:48.929398
128,2019101401003342,PRVU,11,10,30,264,7920.00,2019-10-14 16:24:48.929398
129,2019101401003343,PRVU,49,10,50,264,13200.00,2019-10-14 16:24:48.929398
130,2019101401003344,PRVU,8,10,456,264,120384.00,2019-10-14 16:24:48.929398
131,2019101401003345,EBL,49,33,100,560,56000.00,2019-10-14 16:24:48.929398
132,2019101401003346,SANIMA,17,22,300,305,91500.00,2019-10-14 16:24:48.929398
133,2019101401003347,PIC,59,58,18,364,6552.00,2019-10-14 16:24:48.929398
134,2019101401003348,PIC,40,58,50,364,18200.00,2019-10-14 16:24:48.929398
135,2019101401003349,JFL,56,32,200,194,38800.00,2019-10-14 16:24:48.929398
136,2019101401003350,JFL,19,32,500,194,97000.00,2019-10-14 16:24:48.929398
137,2019101401003351,MSLB,14,48,42,917,38514.00,2019-10-14 16:24:48.929398
138,2019101401003352,NLICL,43,52,10,462,4620.00,2019-10-14 16:24:48.929398
139,2019101401003353,AKBSL,58,55,10,407,4070.00,2019-10-14 16:24:48.929398
140,2019101401003212,CBL,28,58,609,143,87087.00,2019-10-14 16:24:48.929398
141,2019101401003213,CBL,28,58,2000,143,286000.00,2019-10-14 16:24:48.929398
142,2019101401003214,NABIL,6,19,15,758,11370.00,2019-10-14 16:24:48.929398
143,2019101401003215,NLICL,43,39,10,463,4630.00,2019-10-14 16:24:48.929398
144,2019101401003216,PRVU,33,45,8329,266,2215514.00,2019-10-14 16:24:48.929398
145,2019101401003217,ADBL,39,58,2000,410,820000.00,2019-10-14 16:24:48.929398
146,2019101401003218,OHL,50,4,50,480,24000.00,2019-10-14 16:24:48.929398
147,2019101401003219,LICN,6,49,30,980,29400.00,2019-10-14 16:24:48.929398
148,2019101401003220,FMDBL,19,56,50,316,15800.00,2019-10-14 16:24:48.929398
149,2019101401003221,NICA,6,5,10,380,3800.00,2019-10-14 16:24:48.929398
150,2019101401003222,NICA,45,5,500,380,190000.00,2019-10-14 16:24:48.929398
151,2019101401003223,NICA,42,5,40,380,15200.00,2019-10-14 16:24:48.929398
152,2019101401003224,HIDCL,13,45,51,138,7038.00,2019-10-14 16:24:48.929398
153,2019101401003225,HIDCL,13,19,500,138,69000.00,2019-10-14 16:24:48.929398
154,2019101401003226,NICA,42,44,460,380,174800.00,2019-10-14 16:24:48.929398
155,2019101401003227,NICA,39,44,25,380,9500.00,2019-10-14 16:24:48.929398
156,2019101401003228,NICA,14,44,30,380,11400.00,2019-10-14 16:24:48.929398
157,2019101401003229,NICA,1,44,200,380,76000.00,2019-10-14 16:24:48.929398
158,2019101401003230,NICA,56,44,25,380,9500.00,2019-10-14 16:24:48.929398
159,2019101401003231,CHCL,13,45,10,421,4210.00,2019-10-14 16:24:48.929398
160,2019101401003232,NEF,22,18,2035,7.25,14753.75,2019-10-14 16:24:48.929398
161,2019101401003233,AKBSL,55,55,10,407,4070.00,2019-10-14 16:24:48.929398
162,2019101401003234,ILBS,47,58,100,418,41800.00,2019-10-14 16:24:48.929398
163,2019101401003235,SHIVM,52,39,370,502,185740.00,2019-10-14 16:24:48.929398
164,2019101401003236,SHIVM,41,39,10,502,5020.00,2019-10-14 16:24:48.929398
165,2019101401003237,SHIVM,25,39,100,502,50200.00,2019-10-14 16:24:48.929398
166,2019101401003238,SHIVM,55,39,120,502,60240.00,2019-10-14 16:24:48.929398
167,2019101401003239,NICA,22,26,20,378,7560.00,2019-10-14 16:24:48.929398
168,2019101401003240,NICA,35,26,131,378,49518.00,2019-10-14 16:24:48.929398
169,2019101401003241,MEGA,43,44,10,197,1970.00,2019-10-14 16:24:48.929398
170,2019101401003242,SBL,51,53,502,336,168672.00,2019-10-14 16:24:48.929398
171,2019101401003243,SBL,51,53,498,336,167328.00,2019-10-14 16:24:48.929398
172,2019101401003244,UPPER,54,45,20,234,4680.00,2019-10-14 16:24:48.929398
173,2019101401003245,HPPL,18,44,10,144,1440.00,2019-10-14 16:24:48.929398
174,2019101401003246,RHPC,33,38,25,78,1950.00,2019-10-14 16:24:48.929398
175,2019101401003247,PRVU,6,4,50,267,13350.00,2019-10-14 16:24:48.929398
176,2019101401003248,MEGA,11,44,50,197,9850.00,2019-10-14 16:24:48.929398
177,2019101401003249,HIDCL,13,1,14,139,1946.00,2019-10-14 16:24:48.929398
178,2019101401003250,HIDCL,13,45,500,139,69500.00,2019-10-14 16:24:48.929398
179,2019101401003251,HIDCL,13,41,200,139,27800.00,2019-10-14 16:24:48.929398
180,2019101401003252,AKJCL,59,47,150,56,8400.00,2019-10-14 16:24:48.929398
181,2019101401003253,AKJCL,59,49,30,56,1680.00,2019-10-14 16:24:48.929398
182,2019101401003254,NTC,39,42,5000,622,3110000.00,2019-10-14 16:24:48.929398
183,2019101401003255,MERO,43,18,50,555,27750.00,2019-10-14 16:24:48.929398
184,2019101401003256,NCCB,8,55,10,198,1980.00,2019-10-14 16:24:48.929398
185,2019101401003257,NBL,43,33,10,314,3140.00,2019-10-14 16:24:48.929398
186,2019101401003258,AKBSL,55,55,10,407,4070.00,2019-10-14 16:24:48.929398
187,2019101401003259,RHPL,29,44,30,159,4770.00,2019-10-14 16:24:48.929398
188,2019101401003260,RHPL,29,58,10,159,1590.00,2019-10-14 16:24:48.929398
189,2019101401003261,SBL,28,56,59,337,19883.00,2019-10-14 16:24:48.929398
190,2019101401003262,SBL,28,34,141,337,47517.00,2019-10-14 16:24:48.929398
191,2019101401003263,RHPC,34,38,100,77,7700.00,2019-10-14 16:24:48.929398
192,2019101401003264,RHPC,26,38,120,77,9240.00,2019-10-14 16:24:48.929398
193,2019101401003174,NBB,56,34,500,210,105000.00,2019-10-14 16:24:48.929398
194,2019101401003175,EDBL,11,57,420,270,113400.00,2019-10-14 16:24:48.929398
195,2019101401003176,EDBL,11,57,80,270,21600.00,2019-10-14 16:24:48.929398
196,2019101401003177,FMDBL,26,19,11,317,3487.00,2019-10-14 16:24:48.929398
197,2019101401003178,FMDBL,44,19,50,316,15800.00,2019-10-14 16:24:48.929398
198,2019101401003179,FMDBL,19,19,439,316,138724.00,2019-10-14 16:24:48.929398
199,2019101401003180,UPPER,56,45,70,234,16380.00,2019-10-14 16:24:48.929398
200,2019101401003181,UPPER,56,45,30,234,7020.00,2019-10-14 16:24:48.929398
201,2019101401003182,UPPER,37,45,50,234,11700.00,2019-10-14 16:24:48.929398
202,2019101401003183,SIC,22,10,10,470,4700.00,2019-10-14 16:24:48.929398
203,2019101401003184,SIC,34,10,190,465,88350.00,2019-10-14 16:24:48.929398
204,2019101401003185,PMHPL,54,52,20,88,1760.00,2019-10-14 16:24:48.929398
205,2019101401003186,SBL,51,14,498,336,167328.00,2019-10-14 16:24:48.929398
206,2019101401003187,KRBL,37,41,100,103,10300.00,2019-10-14 16:24:48.929398
207,2019101401003188,SHIVM,25,22,90,503,45270.00,2019-10-14 16:24:48.929398
208,2019101401003189,SHIVM,32,22,200,503,100600.00,2019-10-14 16:24:48.929398
209,2019101401003190,SHIVM,4,22,600,503,301800.00,2019-10-14 16:24:48.929398
210,2019101401003191,SHIVM,4,22,900,503,452700.00,2019-10-14 16:24:48.929398
211,2019101401003192,SHIVM,14,22,10,503,5030.00,2019-10-14 16:24:48.929398
212,2019101401003193,SHIVM,32,22,200,503,100600.00,2019-10-14 16:24:48.929398
213,2019101401003194,API,25,45,50,112,5600.00,2019-10-14 16:24:48.929398
214,2019101401003195,NLIC,46,41,49,760,37240.00,2019-10-14 16:24:48.929398
215,2019101401003196,NLIC,38,41,10,760,7600.00,2019-10-14 16:24:48.929398
216,2019101401003197,NLIC,28,41,7,760,5320.00,2019-10-14 16:24:48.929398
217,2019101401003198,SHIVM,25,4,250,502,125500.00,2019-10-14 16:24:48.929398
218,2019101401003199,SHIVM,32,4,200,502,100400.00,2019-10-14 16:24:48.929398
219,2019101401003200,SHIVM,42,4,50,502,25100.00,2019-10-14 16:24:48.929398
220,2019101401003201,SHIVM,49,4,300,502,150600.00,2019-10-14 16:24:48.929398
221,2019101401003202,SHIVM,40,4,20,502,10040.00,2019-10-14 16:24:48.929398
222,2019101401003203,SHIVM,52,4,130,502,65260.00,2019-10-14 16:24:48.929398
223,2019101401003204,LBL,28,38,25,213,5325.00,2019-10-14 16:24:48.929398
224,2019101401003205,SRBL,55,43,120,237,28440.00,2019-10-14 16:24:48.929398
225,2019101401003206,SRBL,35,43,30,237,7110.00,2019-10-14 16:24:48.929398
226,2019101401003207,SRBL,17,43,100,237,23700.00,2019-10-14 16:24:48.929398
227,2019101401003208,SABSL,32,55,10,447,4470.00,2019-10-14 16:24:48.929398
228,2019101401003209,MNBBL,1,6,133,304,40432.00,2019-10-14 16:24:48.929398
229,2019101401003210,NTC,59,46,10,629,6290.00,2019-10-14 16:24:48.929398
230,2019101401003211,DBBL,13,4,50,128,6400.00,2019-10-14 16:24:48.929398
231,2019101401003144,GBLBS,6,42,40,312,12480.00,2019-10-14 16:24:48.929398
232,2019101401003145,RHPL,39,44,30,158,4740.00,2019-10-14 16:24:48.929398
233,2019101401003146,SJCL,52,57,20,167,3340.00,2019-10-14 16:24:48.929398
234,2019101401003147,SAPDBL,32,16,20,127,2540.00,2019-10-14 16:24:48.929398
235,2019101401003148,SBL,35,14,20,336,6720.00,2019-10-14 16:24:48.929398
236,2019101401003149,SBL,26,14,312,336,104832.00,2019-10-14 16:24:48.929398
237,2019101401003150,SBL,25,14,150,336,50400.00,2019-10-14 16:24:48.929398
238,2019101401003151,BOKL,49,5,1208,233,281464.00,2019-10-14 16:24:48.929398
239,2019101401003152,BOKL,45,5,50,233,11650.00,2019-10-14 16:24:48.929398
240,2019101401003153,BOKL,7,5,50,233,11650.00,2019-10-14 16:24:48.929398
241,2019101401003154,BOKL,14,5,500,233,116500.00,2019-10-14 16:24:48.929398
242,2019101401003155,BOKL,4,5,200,233,46600.00,2019-10-14 16:24:48.929398
243,2019101401003156,BOKL,49,5,50,233,11650.00,2019-10-14 16:24:48.929398
244,2019101401003157,BOKL,59,5,42,233,9786.00,2019-10-14 16:24:48.929398
245,2019101401003158,API,7,6,150,111,16650.00,2019-10-14 16:24:48.929398
246,2019101401003159,HDL,32,19,25,1461,36525.00,2019-10-14 16:24:48.929398
247,2019101401003160,SHINE,49,45,100,252,25200.00,2019-10-14 16:24:48.929398
248,2019101401003161,TMDBL,39,57,25,150,3750.00,2019-10-14 16:24:48.929398
249,2019101401003162,CZBIL,32,19,270,195,52650.00,2019-10-14 16:24:48.929398
250,2019101401003163,LLBS,25,50,33,670,22110.00,2019-10-14 16:24:48.929398
251,2019101401003164,NLIC,54,10,50,760,38000.00,2019-10-14 16:24:48.929398
252,2019101401003165,NLIC,19,10,50,760,38000.00,2019-10-14 16:24:48.929398
253,2019101401003166,NLIC,46,10,79,760,60040.00,2019-10-14 16:24:48.929398
254,2019101401003167,GBLBS,6,19,50,312,15600.00,2019-10-14 16:24:48.929398
255,2019101401003168,GBLBS,53,19,150,311,46650.00,2019-10-14 16:24:48.929398
256,2019101401003169,GBLBS,35,19,185,311,57535.00,2019-10-14 16:24:48.929398
257,2019101401003170,PRVU,25,45,500,266,133000.00,2019-10-14 16:24:48.929398
258,2019101401003171,PRVU,37,45,195,266,51870.00,2019-10-14 16:24:48.929398
259,2019101401003172,JBBL,49,4,300,160,48000.00,2019-10-14 16:24:48.929398
260,2019101401003173,SBL,13,14,20,336,6720.00,2019-10-14 16:24:48.929398
261,2019101401003104,SBL,38,36,116,336,38976.00,2019-10-14 16:24:48.929398
262,2019101401003105,SBL,26,36,184,335,61640.00,2019-10-14 16:24:48.929398
263,2019101401003106,ADBL,49,58,1440,410,590400.00,2019-10-14 16:24:48.929398
264,2019101401003107,MNBBL,55,41,220,303,66660.00,2019-10-14 16:24:48.929398
265,2019101401003108,NTC,39,42,5000,622,3110000.00,2019-10-14 16:24:48.929398
266,2019101401003109,RHPL,39,42,40,158,6320.00,2019-10-14 16:24:48.929398
267,2019101401003110,SBL,28,56,50,337,16850.00,2019-10-14 16:24:48.929398
268,2019101401003111,CBL,45,58,145,143,20735.00,2019-10-14 16:24:48.929398
269,2019101401003112,PRVU,42,45,45,266,11970.00,2019-10-14 16:24:48.929398
270,2019101401003113,PRVU,26,45,50,266,13300.00,2019-10-14 16:24:48.929398
271,2019101401003114,PRVU,46,45,70,266,18620.00,2019-10-14 16:24:48.929398
272,2019101401003115,PRVU,6,45,105,266,27930.00,2019-10-14 16:24:48.929398
273,2019101401003116,HBL,35,10,20,500,10000.00,2019-10-14 16:24:48.929398
274,2019101401003117,HBL,57,10,20,500,10000.00,2019-10-14 16:24:48.929398
275,2019101401003118,HBL,11,10,90,499,44910.00,2019-10-14 16:24:48.929398
276,2019101401003119,HBL,47,10,50,494,24700.00,2019-10-14 16:24:48.929398
277,2019101401003120,HBL,52,10,20,493,9860.00,2019-10-14 16:24:48.929398
278,2019101401003121,NBL,21,54,229,313,71677.00,2019-10-14 16:24:48.929398
279,2019101401003122,NBL,13,54,550,313,172150.00,2019-10-14 16:24:48.929398
280,2019101401003123,NBL,48,54,75,313,23475.00,2019-10-14 16:24:48.929398
281,2019101401003124,GFCL,59,11,50,136,6800.00,2019-10-14 16:24:48.929398
282,2019101401003125,FMDBL,19,41,113,318,35934.00,2019-10-14 16:24:48.929398
283,2019101401003126,FMDBL,51,41,20,317,6340.00,2019-10-14 16:24:48.929398
284,2019101401003127,FMDBL,48,41,51,317,16167.00,2019-10-14 16:24:48.929398
285,2019101401003128,NHPC,20,14,90,53,4770.00,2019-10-14 16:24:48.929398
286,2019101401003129,SJCL,52,42,20,167,3340.00,2019-10-14 16:24:48.929398
287,2019101401003130,SJCL,52,44,20,167,3340.00,2019-10-14 16:24:48.929398
288,2019101401003131,SCB,58,19,100,570,57000.00,2019-10-14 16:24:48.929398
289,2019101401003132,PRVU,17,45,100,266,26600.00,2019-10-14 16:24:48.929398
290,2019101401003133,RHPL,39,57,30,158,4740.00,2019-10-14 16:24:48.929398
291,2019101401003134,NBL,26,8,460,313,143980.00,2019-10-14 16:24:48.929398
292,2019101401003135,PRVU,32,45,200,266,53200.00,2019-10-14 16:24:48.929398
293,2019101401003136,PRVU,25,45,100,266,26600.00,2019-10-14 16:24:48.929398
294,2019101401003137,NHPC,20,56,50,54,2700.00,2019-10-14 16:24:48.929398
295,2019101401003138,NMBSF1,34,8,4000,10.1,40400.00,2019-10-14 16:24:48.929398
296,2019101401003139,HURJA,52,45,20,104,2080.00,2019-10-14 16:24:48.929398
297,2019101401003140,HURJA,52,45,20,104,2080.00,2019-10-14 16:24:48.929398
298,2019101401003141,HURJA,52,45,20,104,2080.00,2019-10-14 16:24:48.929398
299,2019101401003142,HURJA,52,32,20,104,2080.00,2019-10-14 16:24:48.929398
300,2019101401003143,HURJA,52,32,20,104,2080.00,2019-10-14 16:24:48.929398
301,2019101401003058,GLICL,14,41,120,357,42840.00,2019-10-14 16:24:48.929398
302,2019101401003059,RSDC,26,19,38,322,12236.00,2019-10-14 16:24:48.929398
303,2019101401003060,SJCL,52,44,20,167,3340.00,2019-10-14 16:24:48.929398
304,2019101401003061,CHCL,13,36,219,421,92199.00,2019-10-14 16:24:48.929398
305,2019101401003062,PIC,59,40,11,364,4004.00,2019-10-14 16:24:48.929398
306,2019101401003063,SBL,7,10,100,336,33600.00,2019-10-14 16:24:48.929398
307,2019101401003064,SBL,38,10,384,336,129024.00,2019-10-14 16:24:48.929398
308,2019101401003065,NMBMF,1,41,10,1105,11050.00,2019-10-14 16:24:48.929398
309,2019101401003066,RHPL,28,33,530,159,84270.00,2019-10-14 16:24:48.929398
310,2019101401003067,RHPL,28,42,40,159,6360.00,2019-10-14 16:24:48.929398
311,2019101401003068,RHPL,28,19,300,159,47700.00,2019-10-14 16:24:48.929398
312,2019101401003069,NHPC,8,43,10,53,530.00,2019-10-14 16:24:48.929398
313,2019101401003070,NHPC,8,14,10,53,530.00,2019-10-14 16:24:48.929398
314,2019101401003071,NLICL,44,41,120,461,55320.00,2019-10-14 16:24:48.929398
315,2019101401003072,NLICL,44,59,650,461,299650.00,2019-10-14 16:24:48.929398
316,2019101401003073,SANIMA,45,48,90,305,27450.00,2019-10-14 16:24:48.929398
317,2019101401003074,SANIMA,38,48,230,305,70150.00,2019-10-14 16:24:48.929398
318,2019101401003075,SANIMA,19,48,50,305,15250.00,2019-10-14 16:24:48.929398
319,2019101401003076,SANIMA,49,48,100,305,30500.00,2019-10-14 16:24:48.929398
320,2019101401003077,SANIMA,58,48,30,305,9150.00,2019-10-14 16:24:48.929398
321,2019101401003078,PLIC,28,36,99,321,31779.00,2019-10-14 16:24:48.929398
322,2019101401003079,ALICL,48,10,50,310,15500.00,2019-10-14 16:24:48.929398
323,2019101401003080,ALICL,11,10,479,310,148490.00,2019-10-14 16:24:48.929398
