S.N,Contract_No,Stock_Symbol,Buyer_Broker,Seller_Broker,Quantity,Rate,Amount,Date
40,2019110501003945,MBL,36,7,100,229,22900.00,2019-11-06 08:20:42.914023
41,2019110501003946,MEGA,32,36,68,187,12716.00,2019-11-06 08:20:42.914023
42,2019110501003947,BOKL,52,33,479,226,108254.00,2019-11-06 08:20:42.914023
43,2019110501003948,BOKL,29,33,21,226,4746.00,2019-11-06 08:20:42.914023
44,2019110501003949,SCB,50,8,50,561,28050.00,2019-11-06 08:20:42.914023
45,2019110501003950,SCB,50,55,10,562,5620.00,2019-11-06 08:20:42.914023
46,2019110501003951,MERO,39,6,100,561,56100.00,2019-11-06 08:20:42.914023
47,2019110501003952,FMDBL,21,51,300,308,92400.00,2019-11-06 08:20:42.914023
48,2019110501003953,FMDBL,52,51,200,308,61600.00,2019-11-06 08:20:42.914023
49,2019110501003954,FMDBL,51,51,130,308,40040.00,2019-11-06 08:20:42.914023
50,2019110501003955,PRVU,21,34,500,267,133500.00,2019-11-06 08:20:42.914023
51,2019110501003956,MSLB,39,25,50,855,42750.00,2019-11-06 08:20:42.914023
52,2019110501003957,SLBBL,32,43,150,569,85350.00,2019-11-06 08:20:42.914023
53,2019110501003958,SLBBL,32,36,200,570,114000.00,2019-11-06 08:20:42.914023
54,2019110501003959,PRVU,38,34,100,267,26700.00,2019-11-06 08:20:42.914023
55,2019110501003960,MERO,45,6,88,561,49368.00,2019-11-06 08:20:42.914023
56,2019110501003961,MERO,45,41,107,562,60134.00,2019-11-06 08:20:42.914023
57,2019110501003962,HDL,58,38,10,1538,15380.00,2019-11-06 08:20:42.914023
58,2019110501003963,HDL,58,32,40,1539,61560.00,2019-11-06 08:20:42.914023
59,2019110501003964,PCBL,44,44,7230,260,1879800.00,2019-11-06 08:20:42.914023
60,2019110501003965,FMDBL,57,41,10,312,3120.00,2019-11-06 08:20:42.914023
61,2019110501003966,FOWAD,41,45,10,1327,13270.00,2019-11-06 08:20:42.914023
62,2019110501003967,SCB,50,22,40,563,22520.00,2019-11-06 08:20:42.914023
63,2019110501003968,PRVU,21,34,72,267,19224.00,2019-11-06 08:20:42.914023
64,2019110501003969,SHIVM,48,21,10,485,4850.00,2019-11-06 08:20:42.914023
65,2019110501003970,GMFBS,10,28,10,460,4600.00,2019-11-06 08:20:42.914023
66,2019110501003971,NCCB,58,17,17,205,3485.00,2019-11-06 08:20:42.914023
67,2019110501003972,NCCB,58,58,10,205,2050.00,2019-11-06 08:20:42.914023
68,2019110501003973,NCCB,58,57,13,206,2678.00,2019-11-06 08:20:42.914023
69,2019110501003867,GBLBS,14,45,15,310,4650.00,2019-11-06 08:20:42.914023
70,2019110501003868,MLBL,33,4,468,211,98748.00,2019-11-06 08:20:42.914023
71,2019110501003869,MLBL,40,4,327,211,68997.00,2019-11-06 08:20:42.914023
72,2019110501003870,MERO,37,51,100,564,56400.00,2019-11-06 08:20:42.914023
73,2019110501003871,FOWAD,41,25,100,1327,132700.00,2019-11-06 08:20:42.914023
74,2019110501003872,MEGA,43,14,10,189,1890.00,2019-11-06 08:20:42.914023
75,2019110501003873,NLIC,38,19,178,795,141510.00,2019-11-06 08:20:42.914023
76,2019110501003874,NLIC,36,19,72,795,57240.00,2019-11-06 08:20:42.914023
77,2019110501003875,JFL,41,3,50,195,9750.00,2019-11-06 08:20:42.914023
78,2019110501003876,NICA,38,54,64,397,25408.00,2019-11-06 08:20:42.914023
79,2019110501003877,NICA,29,54,436,397,173092.00,2019-11-06 08:20:42.914023
80,2019110501003878,SLBBL,58,58,865,567,490455.00,2019-11-06 08:20:42.914023
81,2019110501003879,BPCL,33,17,11,368,4048.00,2019-11-06 08:20:42.914023
82,2019110501003880,BPCL,33,58,22,369,8118.00,2019-11-06 08:20:42.914023
83,2019110501003881,MEGA,36,33,488,188,91744.00,2019-11-06 08:20:42.914023
84,2019110501003882,SRBL,52,7,400,209,83600.00,2019-11-06 08:20:42.914023
85,2019110501003883,KBL,45,52,100,182,18200.00,2019-11-06 08:20:42.914023
86,2019110501003884,KBL,45,17,300,182,54600.00,2019-11-06 08:20:42.914023
87,2019110501003885,HDL,35,48,200,1521,304200.00,2019-11-06 08:20:42.914023
88,2019110501003886,HDL,58,48,50,1520,76000.00,2019-11-06 08:20:42.914023
89,2019110501003887,SJCL,52,51,100,168,16800.00,2019-11-06 08:20:42.914023
90,2019110501003888,SJCL,16,51,500,168,84000.00,2019-11-06 08:20:42.914023
91,2019110501003889,HBL,44,6,268,494,132392.00,2019-11-06 08:20:42.914023
92,2019110501003890,HBL,1,6,41,493,20213.00,2019-11-06 08:20:42.914023
93,2019110501003891,HBL,22,6,50,493,24650.00,2019-11-06 08:20:42.914023
94,2019110501003892,HBL,14,6,100,493,49300.00,2019-11-06 08:20:42.914023
95,2019110501003893,HBL,28,6,75,493,36975.00,2019-11-06 08:20:42.914023
96,2019110501003894,HBL,34,6,300,492,147600.00,2019-11-06 08:20:42.914023
97,2019110501003895,PRIN,11,22,174,312,54288.00,2019-11-06 08:20:42.914023
98,2019110501003896,MLBL,19,17,100,212,21200.00,2019-11-06 08:20:42.914023
99,2019110501003897,ADBL,34,10,200,416,83200.00,2019-11-06 08:20:42.914023
100,2019110501003898,GILB,35,25,10,867,8670.00,2019-11-06 08:20:42.914023
101,2019110501003899,PFL,20,55,351,134,47034.00,2019-11-06 08:20:42.914023
102,2019110501003900,PFL,53,55,298,134,39932.00,2019-11-06 08:20:42.914023
103,2019110501003901,NBL,43,22,10,315,3150.00,2019-11-06 08:20:42.914023
104,2019110501003902,FOWAD,41,39,19,1327,25213.00,2019-11-06 08:20:42.914023
105,2019110501003903,MERO,49,6,74,562,41588.00,2019-11-06 08:20:42.914023
106,2019110501003904,MEGA,32,33,12,187,2244.00,2019-11-06 08:20:42.914023
107,2019110501003905,NBL,58,22,100,314,31400.00,2019-11-06 08:20:42.914023
108,2019110501003806,VLBS,42,45,100,568,56800.00,2019-11-06 08:20:42.914023
109,2019110501003807,SABSL,16,3,10,445,4450.00,2019-11-06 08:20:42.914023
110,2019110501003808,BPCL,28,39,11,364,4004.00,2019-11-06 08:20:42.914023
111,2019110501003809,PLIC,53,38,200,311,62200.00,2019-11-06 08:20:42.914023
112,2019110501003810,PLIC,5,38,50,310,15500.00,2019-11-06 08:20:42.914023
113,2019110501003811,PLIC,14,38,184,310,57040.00,2019-11-06 08:20:42.914023
114,2019110501003812,PLIC,11,38,666,310,206460.00,2019-11-06 08:20:42.914023
115,2019110501003813,HURJA,1,51,20,102,2040.00,2019-11-06 08:20:42.914023
116,2019110501003814,SABSL,38,3,10,445,4450.00,2019-11-06 08:20:42.914023
117,2019110501003815,LGIL,7,58,22,318,6996.00,2019-11-06 08:20:42.914023
118,2019110501003816,LGIL,43,58,100,316,31600.00,2019-11-06 08:20:42.914023
119,2019110501003817,LGIL,34,58,115,316,36340.00,2019-11-06 08:20:42.914023
120,2019110501003818,UIC,34,42,190,244,46360.00,2019-11-06 08:20:42.914023
121,2019110501003819,UIC,39,42,100,243,24300.00,2019-11-06 08:20:42.914023
122,2019110501003820,UIC,22,42,50,243,12150.00,2019-11-06 08:20:42.914023
123,2019110501003821,UIC,34,42,200,243,48600.00,2019-11-06 08:20:42.914023
124,2019110501003822,UIC,53,42,60,243,14580.00,2019-11-06 08:20:42.914023
125,2019110501003823,MLBL,32,43,100,211,21100.00,2019-11-06 08:20:42.914023
126,2019110501003824,MLBL,1,43,18,211,3798.00,2019-11-06 08:20:42.914023
127,2019110501003825,MLBL,33,43,532,211,112252.00,2019-11-06 08:20:42.914023
128,2019110501003826,GMFBS,56,39,10,454,4540.00,2019-11-06 08:20:42.914023
129,2019110501003827,PCBL,45,44,263,261,68643.00,2019-11-06 08:20:42.914023
130,2019110501003828,PCBL,52,44,699,261,182439.00,2019-11-06 08:20:42.914023
131,2019110501003829,DDBL,49,33,200,716,143200.00,2019-11-06 08:20:42.914023
132,2019110501003830,CCBL,49,38,910,158,143780.00,2019-11-06 08:20:42.914023
133,2019110501003831,NBB,25,42,25,206,5150.00,2019-11-06 08:20:42.914023
134,2019110501003832,MERO,7,6,13,564,7332.00,2019-11-06 08:20:42.914023
135,2019110501003833,MERO,19,6,42,564,23688.00,2019-11-06 08:20:42.914023
136,2019110501003834,MERO,25,6,20,564,11280.00,2019-11-06 08:20:42.914023
137,2019110501003835,MERO,35,6,100,564,56400.00,2019-11-06 08:20:42.914023
138,2019110501003836,MERO,19,6,110,563,61930.00,2019-11-06 08:20:42.914023
139,2019110501003837,MERO,45,6,200,563,112600.00,2019-11-06 08:20:42.914023
140,2019110501003838,MERO,25,6,100,563,56300.00,2019-11-06 08:20:42.914023
141,2019110501003839,SLBBL,45,43,50,569,28450.00,2019-11-06 08:20:42.914023
142,2019110501003840,EBL,56,58,200,557,111400.00,2019-11-06 08:20:42.914023
143,2019110501003841,NLIC,38,54,22,795,17490.00,2019-11-06 08:20:42.914023
144,2019110501003842,HPPL,18,39,10,138,1380.00,2019-11-06 08:20:42.914023
145,2019110501003843,SHPC,38,26,18,189,3402.00,2019-11-06 08:20:42.914023
146,2019110501003844,RHPL,16,39,520,172,89440.00,2019-11-06 08:20:42.914023
147,2019110501003845,RHPL,54,39,30,171,5130.00,2019-11-06 08:20:42.914023
148,2019110501003846,RHPL,25,39,500,171,85500.00,2019-11-06 08:20:42.914023
149,2019110501003847,RHPL,14,39,500,171,85500.00,2019-11-06 08:20:42.914023
150,2019110501003848,RHPL,14,39,996,171,170316.00,2019-11-06 08:20:42.914023
151,2019110501003849,PRIN,11,58,35,312,10920.00,2019-11-06 08:20:42.914023
152,2019110501003850,PIC,5,42,74,361,26714.00,2019-11-06 08:20:42.914023
153,2019110501003851,PCBL,52,3,48,261,12528.00,2019-11-06 08:20:42.914023
154,2019110501003852,NIB,32,48,80,444,35520.00,2019-11-06 08:20:42.914023
155,2019110501003853,NNLB,58,34,10,435,4350.00,2019-11-06 08:20:42.914023
156,2019110501003854,NICA,36,11,890,397,353330.00,2019-11-06 08:20:42.914023
157,2019110501003855,NICA,38,11,86,397,34142.00,2019-11-06 08:20:42.914023
158,2019110501003856,JFL,42,51,130,193,25090.00,2019-11-06 08:20:42.914023
159,2019110501003857,JFL,17,51,665,193,128345.00,2019-11-06 08:20:42.914023
160,2019110501003858,MERO,49,42,126,562,70812.00,2019-11-06 08:20:42.914023
161,2019110501003859,SPARS,34,22,10,535,5350.00,2019-11-06 08:20:42.914023
162,2019110501003860,PRVU,36,34,12,267,3204.00,2019-11-06 08:20:42.914023
163,2019110501003861,CBL,43,22,10,142,1420.00,2019-11-06 08:20:42.914023
164,2019110501003862,NABIL,56,21,26,763,19838.00,2019-11-06 08:20:42.914023
165,2019110501003863,NABIL,36,21,35,763,26705.00,2019-11-06 08:20:42.914023
166,2019110501003864,NABIL,11,21,84,763,64092.00,2019-11-06 08:20:42.914023
167,2019110501003865,NABIL,35,21,35,763,26705.00,2019-11-06 08:20:42.914023
168,2019110501003866,NLBBL,25,51,10,514,5140.00,2019-11-06 08:20:42.914023
169,2019110501003764,NCCB,48,17,274,205,56170.00,2019-11-06 08:20:42.914023
170,2019110501003765,NCCB,57,17,309,205,63345.00,2019-11-06 08:20:42.914023
171,2019110501003766,NCCB,57,17,1000,205,205000.00,2019-11-06 08:20:42.914023
172,2019110501003767,NCCB,35,17,99,205,20295.00,2019-11-06 08:20:42.914023
173,2019110501003768,MLBL,33,4,100,212,21200.00,2019-11-06 08:20:42.914023
174,2019110501003769,SABSL,16,3,10,445,4450.00,2019-11-06 08:20:42.914023
175,2019110501003770,KBL,48,49,236,183,43188.00,2019-11-06 08:20:42.914023
176,2019110501003771,KBL,48,26,264,183,48312.00,2019-11-06 08:20:42.914023
177,2019110501003772,SRBL,52,25,100,209,20900.00,2019-11-06 08:20:42.914023
178,2019110501003773,KSBBL,33,42,50,143,7150.00,2019-11-06 08:20:42.914023
179,2019110501003774,MNBBL,49,44,98,316,30968.00,2019-11-06 08:20:42.914023
180,2019110501003775,MNBBL,35,44,150,316,47400.00,2019-11-06 08:20:42.914023
181,2019110501003776,MNBBL,36,44,100,316,31600.00,2019-11-06 08:20:42.914023
182,2019110501003777,MNBBL,49,44,1652,316,522032.00,2019-11-06 08:20:42.914023
183,2019110501003778,MSMBS,17,55,41,458,18778.00,2019-11-06 08:20:42.914023
184,2019110501003779,MERO,32,6,38,565,21470.00,2019-11-06 08:20:42.914023
185,2019110501003780,MERO,36,6,50,565,28250.00,2019-11-06 08:20:42.914023
186,2019110501003781,SANIMA,4,11,200,304,60800.00,2019-11-06 08:20:42.914023
187,2019110501003782,RHPL,16,58,480,172,82560.00,2019-11-06 08:20:42.914023
188,2019110501003783,SABSL,16,3,10,445,4450.00,2019-11-06 08:20:42.914023
189,2019110501003784,NBB,25,42,100,206,20600.00,2019-11-06 08:20:42.914023
190,2019110501003785,MNBBL,49,33,100,316,31600.00,2019-11-06 08:20:42.914023
191,2019110501003786,NABIL,44,53,10,764,7640.00,2019-11-06 08:20:42.914023
192,2019110501003787,NABIL,34,53,50,764,38200.00,2019-11-06 08:20:42.914023
193,2019110501003788,SHIVM,19,41,25,484,12100.00,2019-11-06 08:20:42.914023
194,2019110501003789,SHIVM,53,41,100,484,48400.00,2019-11-06 08:20:42.914023
195,2019110501003790,SHPC,38,16,118,189,22302.00,2019-11-06 08:20:42.914023
196,2019110501003791,SHPC,40,16,50,189,9450.00,2019-11-06 08:20:42.914023
197,2019110501003792,SHPC,38,16,282,189,53298.00,2019-11-06 08:20:42.914023
198,2019110501003793,GILB,1,34,20,870,17400.00,2019-11-06 08:20:42.914023
199,2019110501003794,SABSL,16,3,10,445,4450.00,2019-11-06 08:20:42.914023
200,2019110501003795,NLBBL,22,51,12,507,6084.00,2019-11-06 08:20:42.914023
201,2019110501003796,NBB,25,42,91,206,18746.00,2019-11-06 08:20:42.914023
202,2019110501003797,SABSL,16,3,10,445,4450.00,2019-11-06 08:20:42.914023
203,2019110501003798,MERO,35,6,30,565,16950.00,2019-11-06 08:20:42.914023
204,2019110501003799,NMFBS,42,33,10,1710,17100.00,2019-11-06 08:20:42.914023
205,2019110501003800,SIC,34,51,18,447,8046.00,2019-11-06 08:20:42.914023
206,2019110501003801,JFL,17,28,40,194,7760.00,2019-11-06 08:20:42.914023
207,2019110501003802,JFL,17,29,197,194,38218.00,2019-11-06 08:20:42.914023
208,2019110501003803,PRVU,56,34,20,267,5340.00,2019-11-06 08:20:42.914023
209,2019110501003804,SCB,21,42,10,560,5600.00,2019-11-06 08:20:42.914023
210,2019110501003805,SABSL,16,3,10,445,4450.00,2019-11-06 08:20:42.914023
211,2019110501003737,PRVU,17,34,200,267,53400.00,2019-11-06 08:20:42.914023
212,2019110501003738,FOWAD,41,58,50,1327,66350.00,2019-11-06 08:20:42.914023
213,2019110501003739,HBL,44,51,12,494,5928.00,2019-11-06 08:20:42.914023
214,2019110501003740,MBL,48,6,280,229,64120.00,2019-11-06 08:20:42.914023
215,2019110501003741,MBL,48,8,50,229,11450.00,2019-11-06 08:20:42.914023
216,2019110501003742,MBL,48,7,170,229,38930.00,2019-11-06 08:20:42.914023
217,2019110501003743,NBB,17,42,1000,206,206000.00,2019-11-06 08:20:42.914023
218,2019110501003744,ALBSL,56,16,60,390,23400.00,2019-11-06 08:20:42.914023
219,2019110501003745,DDBL,49,52,60,716,42960.00,2019-11-06 08:20:42.914023
220,2019110501003746,GLICL,5,1,19,350,6650.00,2019-11-06 08:20:42.914023
221,2019110501003747,GLICL,50,1,91,350,31850.00,2019-11-06 08:20:42.914023
222,2019110501003748,GILB,58,34,20,872,17440.00,2019-11-06 08:20:42.914023
223,2019110501003749,GILB,5,34,11,871,9581.00,2019-11-06 08:20:42.914023
224,2019110501003750,GILB,33,34,57,871,49647.00,2019-11-06 08:20:42.914023
225,2019110501003751,GILB,38,34,60,870,52200.00,2019-11-06 08:20:42.914023
226,2019110501003752,GILB,14,34,50,870,43500.00,2019-11-06 08:20:42.914023
227,2019110501003753,GILB,42,34,110,870,95700.00,2019-11-06 08:20:42.914023
228,2019110501003754,VLBS,50,45,10,557,5570.00,2019-11-06 08:20:42.914023
229,2019110501003755,MERO,39,41,100,566,56600.00,2019-11-06 08:20:42.914023
230,2019110501003756,NABIL,44,51,15,764,11460.00,2019-11-06 08:20:42.914023
231,2019110501003757,ADBL,39,39,845,415,350675.00,2019-11-06 08:20:42.914023
232,2019110501003758,MERO,35,41,70,566,39620.00,2019-11-06 08:20:42.914023
233,2019110501003759,NMBMF,51,45,10,485,4850.00,2019-11-06 08:20:42.914023
234,2019110501003760,SLBBL,57,19,29,568,16472.00,2019-11-06 08:20:42.914023
235,2019110501003761,MERO,32,37,12,565,6780.00,2019-11-06 08:20:42.914023
236,2019110501003762,HBL,44,59,170,494,83980.00,2019-11-06 08:20:42.914023
237,2019110501003763,NCCB,48,51,17,205,3485.00,2019-11-06 08:20:42.914023
238,2019110501003674,SBL,45,7,122,289,35258.00,2019-11-06 08:20:42.914023
239,2019110501003675,SBL,45,7,250,289,72250.00,2019-11-06 08:20:42.914023
240,2019110501003676,SBL,33,7,28,289,8092.00,2019-11-06 08:20:42.914023
241,2019110501003677,CIT,58,35,11,1775,19525.00,2019-11-06 08:20:42.914023
242,2019110501003678,SJCL,41,26,20,168,3360.00,2019-11-06 08:20:42.914023
243,2019110501003679,DDBL,28,11,410,717,293970.00,2019-11-06 08:20:42.914023
244,2019110501003680,DDBL,22,11,200,717,143400.00,2019-11-06 08:20:42.914023
245,2019110501003681,DDBL,49,11,507,716,363012.00,2019-11-06 08:20:42.914023
246,2019110501003682,UPPER,25,48,50,237,11850.00,2019-11-06 08:20:42.914023
247,2019110501003683,GMFBS,56,40,40,454,18160.00,2019-11-06 08:20:42.914023
248,2019110501003684,GRDBL,45,21,50,102,5100.00,2019-11-06 08:20:42.914023
249,2019110501003685,MLBL,51,16,155,212,32860.00,2019-11-06 08:20:42.914023
250,2019110501003686,MLBL,51,35,40,212,8480.00,2019-11-06 08:20:42.914023
251,2019110501003687,MERO,38,45,20,566,11320.00,2019-11-06 08:20:42.914023
252,2019110501003688,MLBL,51,4,105,212,22260.00,2019-11-06 08:20:42.914023
253,2019110501003689,CCBL,49,42,1000,158,158000.00,2019-11-06 08:20:42.914023
254,2019110501003690,NCCB,44,34,102,205,20910.00,2019-11-06 08:20:42.914023
255,2019110501003691,NCCB,48,34,209,205,42845.00,2019-11-06 08:20:42.914023
256,2019110501003692,NABIL,25,58,100,765,76500.00,2019-11-06 08:20:42.914023
257,2019110501003693,CBL,41,7,31,141,4371.00,2019-11-06 08:20:42.914023
258,2019110501003694,CBL,49,7,1500,141,211500.00,2019-11-06 08:20:42.914023
259,2019110501003695,CBL,49,7,300,141,42300.00,2019-11-06 08:20:42.914023
260,2019110501003696,CBL,41,7,500,141,70500.00,2019-11-06 08:20:42.914023
261,2019110501003697,CBL,37,7,100,141,14100.00,2019-11-06 08:20:42.914023
262,2019110501003698,CBL,22,7,300,141,42300.00,2019-11-06 08:20:42.914023
263,2019110501003699,CBL,7,7,1000,141,141000.00,2019-11-06 08:20:42.914023
264,2019110501003700,CBL,57,7,111,141,15651.00,2019-11-06 08:20:42.914023
265,2019110501003701,CBL,54,7,100,141,14100.00,2019-11-06 08:20:42.914023
266,2019110501003702,CBL,8,7,79,141,11139.00,2019-11-06 08:20:42.914023
267,2019110501003703,MEGA,26,59,438,188,82344.00,2019-11-06 08:20:42.914023
268,2019110501003704,MEGA,36,59,12,188,2256.00,2019-11-06 08:20:42.914023
269,2019110501003705,MERO,56,45,30,566,16980.00,2019-11-06 08:20:42.914023
270,2019110501003706,MERO,56,41,20,566,11320.00,2019-11-06 08:20:42.914023
271,2019110501003707,NBL,58,19,470,314,147580.00,2019-11-06 08:20:42.914023
272,2019110501003708,NMBMF,29,18,10,487,4870.00,2019-11-06 08:20:42.914023
273,2019110501003709,NMBMF,21,18,100,486,48600.00,2019-11-06 08:20:42.914023
274,2019110501003710,NMBMF,6,18,10,485,4850.00,2019-11-06 08:20:42.914023
275,2019110501003711,NMBMF,51,18,80,485,38800.00,2019-11-06 08:20:42.914023
276,2019110501003712,BPCL,53,42,31,364,11284.00,2019-11-06 08:20:42.914023
277,2019110501003713,RHPL,14,58,50,172,8600.00,2019-11-06 08:20:42.914023
278,2019110501003714,PRVUPO,6,44,93352,162,15123024.00,2019-11-06 08:20:42.914023
279,2019110501003715,PCBL,47,53,153,262,40086.00,2019-11-06 08:20:42.914023
280,2019110501003716,PCBL,32,53,200,262,52400.00,2019-11-06 08:20:42.914023
281,2019110501003717,PCBL,32,53,500,262,131000.00,2019-11-06 08:20:42.914023
282,2019110501003718,PCBL,11,53,164,262,42968.00,2019-11-06 08:20:42.914023
283,2019110501003719,PCBL,44,53,50,262,13100.00,2019-11-06 08:20:42.914023
284,2019110501003720,PCBL,5,53,100,262,26200.00,2019-11-06 08:20:42.914023
285,2019110501003721,PCBL,47,53,200,262,52400.00,2019-11-06 08:20:42.914023
286,2019110501003722,PCBL,58,53,200,262,52400.00,2019-11-06 08:20:42.914023
287,2019110501003723,PCBL,34,53,100,262,26200.00,2019-11-06 08:20:42.914023
288,2019110501003724,PCBL,39,53,200,262,52400.00,2019-11-06 08:20:42.914023
289,2019110501003725,PCBL,48,53,2000,261,522000.00,2019-11-06 08:20:42.914023
290,2019110501003726,PCBL,34,53,200,261,52200.00,2019-11-06 08:20:42.914023
291,2019110501003727,PCBL,14,53,200,261,52200.00,2019-11-06 08:20:42.914023
292,2019110501003728,PCBL,13,53,500,261,130500.00,2019-11-06 08:20:42.914023
293,2019110501003729,PCBL,13,53,500,261,130500.00,2019-11-06 08:20:42.914023
294,2019110501003730,PCBL,42,53,200,261,52200.00,2019-11-06 08:20:42.914023
295,2019110501003731,PCBL,1,53,100,261,26100.00,2019-11-06 08:20:42.914023
296,2019110501003732,PCBL,14,53,100,261,26100.00,2019-11-06 08:20:42.914023
297,2019110501003733,PCBL,45,53,237,261,61857.00,2019-11-06 08:20:42.914023
298,2019110501003734,BOKL,33,57,50,227,11350.00,2019-11-06 08:20:42.914023
299,2019110501003735,HURJA,43,57,20,104,2080.00,2019-11-06 08:20:42.914023
300,2019110501003736,HURJA,43,10,30,104,3120.00,2019-11-06 08:20:42.914023
301,2019110501003621,NCCB,58,47,770,205,157850.00,2019-11-06 08:20:42.914023
302,2019110501003622,PRVU,45,34,1819,267,485673.00,2019-11-06 08:20:42.914023
303,2019110501003623,PRVU,45,44,216,267,57672.00,2019-11-06 08:20:42.914023
304,2019110501003624,PRVU,45,34,465,267,124155.00,2019-11-06 08:20:42.914023
305,2019110501003625,MERO,19,45,10,565,5650.00,2019-11-06 08:20:42.914023
306,2019110501003626,SLBBL,52,53,29,567,16443.00,2019-11-06 08:20:42.914023
307,2019110501003627,SLBBL,48,53,71,567,40257.00,2019-11-06 08:20:42.914023
308,2019110501003628,KBL,47,57,457,182,83174.00,2019-11-06 08:20:42.914023
309,2019110501003629,KBL,45,57,43,182,7826.00,2019-11-06 08:20:42.914023
310,2019110501003630,UIC,53,42,52,245,12740.00,2019-11-06 08:20:42.914023
311,2019110501003631,MEGA,28,6,213,188,40044.00,2019-11-06 08:20:42.914023
312,2019110501003632,MEGA,22,6,20,188,3760.00,2019-11-06 08:20:42.914023
313,2019110501003633,MEGA,32,6,300,188,56400.00,2019-11-06 08:20:42.914023
314,2019110501003634,MEGA,26,6,67,188,12596.00,2019-11-06 08:20:42.914023
315,2019110501003635,NCCB,58,39,1291,205,264655.00,2019-11-06 08:20:42.914023
316,2019110501003636,NCCB,44,39,398,205,81590.00,2019-11-06 08:20:42.914023
317,2019110501003637,SANIMA,40,11,1237,304,376048.00,2019-11-06 08:20:42.914023
318,2019110501003638,NBL,43,22,191,315,60165.00,2019-11-06 08:20:42.914023
319,2019110501003639,SJCL,42,22,40,168,6720.00,2019-11-06 08:20:42.914023
320,2019110501003640,SJCL,41,22,80,168,13440.00,2019-11-06 08:20:42.914023
321,2019110501003641,NTC,59,34,10,624,6240.00,2019-11-06 08:20:42.914023
322,2019110501003642,IGI,21,55,30,287,8610.00,2019-11-06 08:20:42.914023
323,2019110501003643,IGI,39,55,70,287,20090.00,2019-11-06 08:20:42.914023
324,2019110501003644,NABIL,49,58,21,767,16107.00,2019-11-06 08:20:42.914023
